material,site,direction,bond_length_A,fft_spacing_A,r_peak_A,h_peak,M
HDA,1,4,3.18310143718301,0.117034611559377,0.901228509882316,0.477447662067029,0.430289445031464
HDA,1,5,3.19208663444705,0.117034611559377,0.902810655410583,0.476504824283958,0.430193632718104
HDA,1,6,3.19208663444705,0.117034611559377,0.902810655410583,0.476504824283958,0.430193632718104
HDA,2,1,3.14878982488039,0.117034611559377,0.896928581284278,0.478919655531408,0.429556727184941
HDA,2,2,3.14878982488039,0.117034611559377,0.896928581284278,0.478919655531408,0.429556727184941
HDA,2,3,3.18310822078526,0.117034611559377,0.901228613635412,0.477447649904767,0.430289483607159
HDA,2,4,3.18310822078526,0.117034611559377,0.901225274931949,0.477447517816628,0.430287770509867
HDA,2,5,3.19209087205646,0.117034611559377,0.902810648288101,0.476504850578775,0.430193653063449
HDA,2,6,3.19209087205646,0.117034611559377,0.902810648288101,0.476504850578775,0.430193653063449
DAN,1,1,3.14508147165307,0.115746991358108,0.896673430267311,0.479192632612321,0.429679301643313
DAN,1,2,3.14508147165307,0.115746991358108,0.896679677712431,0.479190654593113,0.429680521723362
DAN,1,3,3.19087919462283,0.115746991358108,0.902505990555427,0.475992945642229,0.429586484904236
DAN,1,4,3.19087919462283,0.115746991358108,0.902506147269548,0.475992922354973,0.42958653848216
DAN,1,5,3.20450828967375,0.115746991358108,0.903305001223486,0.476388888198023,0.430324465236571
DAN,1,6,3.20450828967375,0.115746991358108,0.903305919042745,0.476388864604882,0.430324881163642
DAN,2,1,3.14508147165307,0.115746991358108,0.896673430899048,0.479192632632648,0.429679301964263
DAN,2,2,3.14508147165307,0.115746991358108,0.896673430899048,0.479192632632648,0.429679301964263
DAN,2,3,3.19087919462283,0.115746991358108,0.902506147269548,0.475992922354973,0.42958653848216
DAN,2,4,3.19087919462283,0.115746991358108,0.902505990555427,0.475992945642229,0.429586484904236
DAN,2,5,3.20450828967375,0.115746991358108,0.903305001223486,0.476388888198023,0.430324465236571
DAN,2,6,3.20450828967375,0.115746991358108,0.903305919042745,0.476388864604882,0.430324881163642
"1,4CDMA",1,1,3.15235693557495,0.114525834315547,0.90091677685652,0.477148650693884,0.429871224464571
"1,4CDMA",1,2,3.15236271643315,0.114525834315547,0.900924045883674,0.477150219171882,0.429876105950614
"1,4CDMA",1,3,3.16032211344025,0.114525834315547,0.900690605995394,0.47748286262062,0.430064328886182
"1,4CDMA",1,4,3.1603795101211,0.114525834315547,0.900620129278759,0.477493023428093,0.430039828489515
"1,4CDMA",1,5,3.19579107933248,0.114525834315547,0.899659689671699,0.477272636846756,0.429382952354345
"1,4CDMA",1,6,3.19581840425287,0.114525834315547,0.899656214052828,0.477270498435406,0.429379369701504
"1,4CDMA",2,1,3.15233758992601,0.114525834315547,0.900914373852694,0.477144135757165,0.429866010303152
"1,4CDMA",2,2,3.1523621611115,0.114525834315547,0.900918068323551,0.477154798307896,0.429877379182863
"1,4CDMA",2,3,3.16034578336166,0.114525834315547,0.90068994925522,0.477491802523771,0.430072067384919
"1,4CDMA",2,4,3.16036277639131,0.114525834315547,0.90069828680393,0.47749251491772,0.43007669014809
"1,4CDMA",2,5,3.19578537475226,0.114525834315547,0.89964856663885,0.477270748714605,0.429375944979745
"1,4CDMA",2,6,3.19582318473855,0.114525834315547,0.89966627712665,0.477270787151249,0.42938443225767
