candidate_key,required_modules,object_type,local_expression,local_operation,source_primitives,within_reducer,across_reducer,unit,outer_transform,numeric_family_id,is_family_representative,feature_id,grid_dependent,max_grid_spread_pct_of_full_range,grid_stable
outer=sqrt|sn_i_bond|d|within=normalized_range|across=site_cv,A,sn_i_bond,d,identity,d,normalized_range,site_cv,1,sqrt,b8348debf7bf,True,f021212,True,0,True
outer=sq|sn_i_bond|d|within=mad|across=site_cv,A,sn_i_bond,d,identity,d,mad,site_cv,1,sq,c3f876716523,True,f021224,True,0,True
outer=sqrt|sn_i_bond|d|within=mad|across=site_cv,A,sn_i_bond,d,identity,d,mad,site_cv,1,sqrt,cf9947ae9d15,True,f021225,True,0,True
outer=sq|sn_i_bond|d|within=iqr|across=site_cv,A,sn_i_bond,d,identity,d,iqr,site_cv,1,sq,c1e1fec5d454,True,f021237,True,0,True
outer=sqrt|sn_i_bond|d|within=iqr|across=site_cv,A,sn_i_bond,d,identity,d,iqr,site_cv,1,sqrt,030ede4472ed,True,f021238,True,0,True
outer=sq|sn_i_bond|d|within=min|across=site_cv,A,sn_i_bond,d,identity,d,min,site_cv,1,sq,b7f049709b41,True,f021248,True,0,True
outer=sqrt|sn_i_bond|d|within=min|across=site_cv,A,sn_i_bond,d,identity,d,min,site_cv,1,sqrt,e65223112295,True,f021249,True,0,True
outer=sq|sn_i_bond|d|within=max|across=site_cv,A,sn_i_bond,d,identity,d,max,site_cv,1,sq,ccf7fb86b48a,True,f021259,True,0,True
outer=sqrt|sn_i_bond|d|within=max|across=site_cv,A,sn_i_bond,d,identity,d,max,site_cv,1,sqrt,a0184bc3b789,True,f021260,True,0,True
outer=sq|sn_i_bond|d|within=top2_deviation|across=site_cv,A,sn_i_bond,d,identity,d,top2_deviation,site_cv,1,sq,76bec98e48bf,True,f021272,True,0,True
outer=sqrt|sn_i_bond|d|within=top2_deviation|across=site_cv,A,sn_i_bond,d,identity,d,top2_deviation,site_cv,1,sqrt,9e67315840e6,True,f021273,True,0,True
outer=sq|sn_i_bond|inv(d)|within=mean|across=site_cv,A,sn_i_bond,inv(d),inv,d,mean,site_cv,1,sq,ceaa18ff762a,True,f021285,True,0,True
outer=sqrt|sn_i_bond|inv(d)|within=mean|across=site_cv,A,sn_i_bond,inv(d),inv,d,mean,site_cv,1,sqrt,4842c524e083,True,f021286,True,0,True
outer=sq|sn_i_bond|inv(d)|within=sd|across=site_cv,A,sn_i_bond,inv(d),inv,d,sd,site_cv,1,sq,44bedcac94b0,True,f021298,True,0,True
outer=sqrt|sn_i_bond|inv(d)|within=sd|across=site_cv,A,sn_i_bond,inv(d),inv,d,sd,site_cv,1,sqrt,888209d8484b,True,f021299,True,0,True
outer=sq|sn_i_bond|inv(d)|within=cv|across=mean,A,sn_i_bond,inv(d),inv,d,cv,mean,1,sq,2ad752132683,True,f021300,True,0,True
outer=sqrt|sn_i_bond|inv(d)|within=cv|across=mean,A,sn_i_bond,inv(d),inv,d,cv,mean,1,sqrt,f832cf9408df,True,f021301,True,0,True
outer=inv|sn_i_bond|inv(d)|within=cv|across=mean,A,sn_i_bond,inv(d),inv,d,cv,mean,1,inv,99ccaf1cae55,True,f021302,True,0,True
outer=sq|sn_i_bond|inv(d)|within=cv|across=median,A,sn_i_bond,inv(d),inv,d,cv,median,1,sq,26daead3089b,True,f021303,True,0,True
outer=sqrt|sn_i_bond|inv(d)|within=cv|across=median,A,sn_i_bond,inv(d),inv,d,cv,median,1,sqrt,87cdf343bc4a,True,f021304,True,0,True
outer=inv|sn_i_bond|inv(d)|within=cv|across=median,A,sn_i_bond,inv(d),inv,d,cv,median,1,inv,9678bfcff338,True,f021305,True,0,True
outer=sq|sn_i_bond|inv(d)|within=cv|across=max,A,sn_i_bond,inv(d),inv,d,cv,max,1,sq,c3c1d0bfe359,True,f021306,True,0,True
outer=sqrt|sn_i_bond|inv(d)|within=cv|across=max,A,sn_i_bond,inv(d),inv,d,cv,max,1,sqrt,356b6fd9dc3a,True,f021307,True,0,True
outer=inv|sn_i_bond|inv(d)|within=cv|across=max,A,sn_i_bond,inv(d),inv,d,cv,max,1,inv,6d311a697936,True,f021308,True,0,True
outer=sq|sn_i_bond|inv(d)|within=cv|across=range,A,sn_i_bond,inv(d),inv,d,cv,range,1,sq,40f1a35a96e5,True,f021309,True,0,True
outer=sqrt|sn_i_bond|inv(d)|within=cv|across=range,A,sn_i_bond,inv(d),inv,d,cv,range,1,sqrt,b848daf0b91f,True,f021310,True,0,True
outer=sq|sn_i_bond|inv(d)|within=cv|across=site_cv,A,sn_i_bond,inv(d),inv,d,cv,site_cv,1,sq,4c294d4ea2c6,True,f021311,True,0,True
outer=sqrt|sn_i_bond|inv(d)|within=cv|across=site_cv,A,sn_i_bond,inv(d),inv,d,cv,site_cv,1,sqrt,7f8cc7948885,True,f021312,True,0,True
outer=sq|sn_i_bond|inv(d)|within=normalized_range|across=mean,A,sn_i_bond,inv(d),inv,d,normalized_range,mean,1,sq,a78affc9f089,True,f021313,True,0,True
outer=sqrt|sn_i_bond|inv(d)|within=normalized_range|across=mean,A,sn_i_bond,inv(d),inv,d,normalized_range,mean,1,sqrt,ae40eb5419f2,True,f021314,True,0,True
outer=inv|sn_i_bond|inv(d)|within=normalized_range|across=mean,A,sn_i_bond,inv(d),inv,d,normalized_range,mean,1,inv,d0595099aa19,True,f021315,True,0,True
outer=sq|sn_i_bond|inv(d)|within=normalized_range|across=median,A,sn_i_bond,inv(d),inv,d,normalized_range,median,1,sq,37f24bb8fca3,True,f021316,True,0,True
outer=sqrt|sn_i_bond|inv(d)|within=normalized_range|across=median,A,sn_i_bond,inv(d),inv,d,normalized_range,median,1,sqrt,d314ba7a94e5,True,f021317,True,0,True
outer=inv|sn_i_bond|inv(d)|within=normalized_range|across=median,A,sn_i_bond,inv(d),inv,d,normalized_range,median,1,inv,4df8a1c45ed4,True,f021318,True,0,True
outer=sq|sn_i_bond|inv(d)|within=normalized_range|across=max,A,sn_i_bond,inv(d),inv,d,normalized_range,max,1,sq,077b5c46f65c,True,f021319,True,0,True
outer=sqrt|sn_i_bond|inv(d)|within=normalized_range|across=max,A,sn_i_bond,inv(d),inv,d,normalized_range,max,1,sqrt,d5faed27c4b6,True,f021320,True,0,True
outer=inv|sn_i_bond|inv(d)|within=normalized_range|across=max,A,sn_i_bond,inv(d),inv,d,normalized_range,max,1,inv,eb0ac88ed530,True,f021321,True,0,True
outer=sq|sn_i_bond|inv(d)|within=normalized_range|across=range,A,sn_i_bond,inv(d),inv,d,normalized_range,range,1,sq,1ddc5edfd278,True,f021322,True,0,True
outer=sqrt|sn_i_bond|inv(d)|within=normalized_range|across=range,A,sn_i_bond,inv(d),inv,d,normalized_range,range,1,sqrt,92cf663275e3,True,f021323,True,0,True
outer=sq|sn_i_bond|inv(d)|within=normalized_range|across=site_cv,A,sn_i_bond,inv(d),inv,d,normalized_range,site_cv,1,sq,23aa7a95978c,True,f021324,True,0,True
outer=sqrt|sn_i_bond|inv(d)|within=normalized_range|across=site_cv,A,sn_i_bond,inv(d),inv,d,normalized_range,site_cv,1,sqrt,b164a6c0b56b,True,f021325,True,0,True
outer=sq|sn_i_bond|inv(d)|within=mad|across=site_cv,A,sn_i_bond,inv(d),inv,d,mad,site_cv,1,sq,e174dd9b2b53,True,f021337,True,0,True
outer=sqrt|sn_i_bond|inv(d)|within=mad|across=site_cv,A,sn_i_bond,inv(d),inv,d,mad,site_cv,1,sqrt,fd69af1bc40b,True,f021338,True,0,True
outer=sq|sn_i_bond|inv(d)|within=iqr|across=site_cv,A,sn_i_bond,inv(d),inv,d,iqr,site_cv,1,sq,6a69e128d201,True,f021350,True,0,True
outer=sqrt|sn_i_bond|inv(d)|within=iqr|across=site_cv,A,sn_i_bond,inv(d),inv,d,iqr,site_cv,1,sqrt,7a69207ded3f,True,f021351,True,0,True
outer=sq|sn_i_bond|inv(d)|within=min|across=site_cv,A,sn_i_bond,inv(d),inv,d,min,site_cv,1,sq,719ce28f5f86,True,f021363,True,0,True
outer=sqrt|sn_i_bond|inv(d)|within=min|across=site_cv,A,sn_i_bond,inv(d),inv,d,min,site_cv,1,sqrt,3469131002c1,True,f021364,True,0,True
outer=sq|sn_i_bond|inv(d)|within=max|across=site_cv,A,sn_i_bond,inv(d),inv,d,max,site_cv,1,sq,ca2ac8aa67df,True,f021376,True,0,True
outer=sqrt|sn_i_bond|inv(d)|within=max|across=site_cv,A,sn_i_bond,inv(d),inv,d,max,site_cv,1,sqrt,b6395cbc5518,True,f021377,True,0,True
outer=sq|sn_i_bond|inv(d)|within=top2_deviation|across=site_cv,A,sn_i_bond,inv(d),inv,d,top2_deviation,site_cv,1,sq,d101e580fc23,True,f021389,True,0,True
outer=sqrt|sn_i_bond|inv(d)|within=top2_deviation|across=site_cv,A,sn_i_bond,inv(d),inv,d,top2_deviation,site_cv,1,sqrt,f7ddc4727f3d,True,f021390,True,0,True
outer=sq|sn_i_bond|sq(d)|within=mean|across=site_cv,A,sn_i_bond,sq(d),sq,d,mean,site_cv,1,sq,88aebd605ba0,True,f021402,True,0,True
outer=sqrt|sn_i_bond|sq(d)|within=mean|across=site_cv,A,sn_i_bond,sq(d),sq,d,mean,site_cv,1,sqrt,c83f25af0241,True,f021403,True,0,True
outer=sq|sn_i_bond|sq(d)|within=sd|across=site_cv,A,sn_i_bond,sq(d),sq,d,sd,site_cv,1,sq,1c9fdae6e595,True,f021415,True,0,True
outer=sqrt|sn_i_bond|sq(d)|within=sd|across=site_cv,A,sn_i_bond,sq(d),sq,d,sd,site_cv,1,sqrt,9e73baaeec1d,True,f021416,True,0,True
outer=sq|sn_i_bond|sq(d)|within=cv|across=mean,A,sn_i_bond,sq(d),sq,d,cv,mean,1,sq,31fe0490cc97,True,f021417,True,0,True
outer=sqrt|sn_i_bond|sq(d)|within=cv|across=mean,A,sn_i_bond,sq(d),sq,d,cv,mean,1,sqrt,b19d07c2be0d,True,f021418,True,0,True
outer=inv|sn_i_bond|sq(d)|within=cv|across=mean,A,sn_i_bond,sq(d),sq,d,cv,mean,1,inv,5eb8aaf363d9,True,f021419,True,0,True
outer=sq|sn_i_bond|sq(d)|within=cv|across=median,A,sn_i_bond,sq(d),sq,d,cv,median,1,sq,09d003394bbd,True,f021420,True,0,True
outer=sqrt|sn_i_bond|sq(d)|within=cv|across=median,A,sn_i_bond,sq(d),sq,d,cv,median,1,sqrt,bb128104c235,True,f021421,True,0,True
outer=inv|sn_i_bond|sq(d)|within=cv|across=median,A,sn_i_bond,sq(d),sq,d,cv,median,1,inv,9e1901a4ba0b,True,f021422,True,0,True
outer=sq|sn_i_bond|sq(d)|within=cv|across=max,A,sn_i_bond,sq(d),sq,d,cv,max,1,sq,67a3199fb2c7,True,f021423,True,0,True
outer=sqrt|sn_i_bond|sq(d)|within=cv|across=max,A,sn_i_bond,sq(d),sq,d,cv,max,1,sqrt,1879c6a8fff9,True,f021424,True,0,True
outer=inv|sn_i_bond|sq(d)|within=cv|across=max,A,sn_i_bond,sq(d),sq,d,cv,max,1,inv,76c3183be07d,True,f021425,True,0,True
outer=sq|sn_i_bond|sq(d)|within=cv|across=range,A,sn_i_bond,sq(d),sq,d,cv,range,1,sq,de859cffc8ed,True,f021426,True,0,True
outer=sqrt|sn_i_bond|sq(d)|within=cv|across=range,A,sn_i_bond,sq(d),sq,d,cv,range,1,sqrt,4b243a490dfb,True,f021427,True,0,True
outer=sq|sn_i_bond|sq(d)|within=cv|across=site_cv,A,sn_i_bond,sq(d),sq,d,cv,site_cv,1,sq,8bd4fe5f56e8,True,f021428,True,0,True
outer=sqrt|sn_i_bond|sq(d)|within=cv|across=site_cv,A,sn_i_bond,sq(d),sq,d,cv,site_cv,1,sqrt,49fee505904b,True,f021429,True,0,True
outer=sq|sn_i_bond|sq(d)|within=normalized_range|across=mean,A,sn_i_bond,sq(d),sq,d,normalized_range,mean,1,sq,a167bef677dc,True,f021430,True,0,True
outer=sqrt|sn_i_bond|sq(d)|within=normalized_range|across=mean,A,sn_i_bond,sq(d),sq,d,normalized_range,mean,1,sqrt,da002e5bc220,True,f021431,True,0,True
outer=inv|sn_i_bond|sq(d)|within=normalized_range|across=mean,A,sn_i_bond,sq(d),sq,d,normalized_range,mean,1,inv,63eb551dc1c7,True,f021432,True,0,True
outer=sq|sn_i_bond|sq(d)|within=normalized_range|across=median,A,sn_i_bond,sq(d),sq,d,normalized_range,median,1,sq,fc3a1254b029,True,f021433,True,0,True
outer=sqrt|sn_i_bond|sq(d)|within=normalized_range|across=median,A,sn_i_bond,sq(d),sq,d,normalized_range,median,1,sqrt,e6175ada0372,True,f021434,True,0,True
outer=inv|sn_i_bond|sq(d)|within=normalized_range|across=median,A,sn_i_bond,sq(d),sq,d,normalized_range,median,1,inv,fc5cc8e1d6aa,True,f021435,True,0,True
outer=sq|sn_i_bond|sq(d)|within=normalized_range|across=max,A,sn_i_bond,sq(d),sq,d,normalized_range,max,1,sq,b52c1c38dc4d,True,f021436,True,0,True
outer=sqrt|sn_i_bond|sq(d)|within=normalized_range|across=max,A,sn_i_bond,sq(d),sq,d,normalized_range,max,1,sqrt,f5dc42f9c880,True,f021437,True,0,True
outer=inv|sn_i_bond|sq(d)|within=normalized_range|across=max,A,sn_i_bond,sq(d),sq,d,normalized_range,max,1,inv,cdeef6efd89d,True,f021438,True,0,True
outer=sq|sn_i_bond|sq(d)|within=normalized_range|across=range,A,sn_i_bond,sq(d),sq,d,normalized_range,range,1,sq,d76a460e6e0d,True,f021439,True,0,True
outer=sqrt|sn_i_bond|sq(d)|within=normalized_range|across=range,A,sn_i_bond,sq(d),sq,d,normalized_range,range,1,sqrt,a077ce954294,True,f021440,True,0,True
outer=sq|sn_i_bond|sq(d)|within=normalized_range|across=site_cv,A,sn_i_bond,sq(d),sq,d,normalized_range,site_cv,1,sq,43daeb994ddb,True,f021441,True,0,True
outer=sqrt|sn_i_bond|sq(d)|within=normalized_range|across=site_cv,A,sn_i_bond,sq(d),sq,d,normalized_range,site_cv,1,sqrt,fba18ce0fc24,True,f021442,True,0,True
outer=sq|sn_i_bond|sq(d)|within=mad|across=site_cv,A,sn_i_bond,sq(d),sq,d,mad,site_cv,1,sq,f0e1183f4538,True,f021454,True,0,True
outer=sqrt|sn_i_bond|sq(d)|within=mad|across=site_cv,A,sn_i_bond,sq(d),sq,d,mad,site_cv,1,sqrt,5884b5fd9b9c,True,f021455,True,0,True
outer=sq|sn_i_bond|sq(d)|within=iqr|across=site_cv,A,sn_i_bond,sq(d),sq,d,iqr,site_cv,1,sq,2f6abd691fb9,True,f021467,True,0,True
outer=sqrt|sn_i_bond|sq(d)|within=iqr|across=site_cv,A,sn_i_bond,sq(d),sq,d,iqr,site_cv,1,sqrt,0a645a03bc70,True,f021468,True,0,True
outer=sq|sn_i_bond|sq(d)|within=min|across=site_cv,A,sn_i_bond,sq(d),sq,d,min,site_cv,1,sq,0cb19028977a,True,f021479,True,0,True
outer=sqrt|sn_i_bond|sq(d)|within=min|across=site_cv,A,sn_i_bond,sq(d),sq,d,min,site_cv,1,sqrt,ced5fb24d0c0,True,f021480,True,0,True
outer=sq|sn_i_bond|sq(d)|within=max|across=site_cv,A,sn_i_bond,sq(d),sq,d,max,site_cv,1,sq,9ac9eca30b04,True,f021491,True,0,True
outer=sqrt|sn_i_bond|sq(d)|within=max|across=site_cv,A,sn_i_bond,sq(d),sq,d,max,site_cv,1,sqrt,6277aad1ce71,True,f021492,True,0,True
outer=sq|sn_i_bond|sq(d)|within=top2_deviation|across=site_cv,A,sn_i_bond,sq(d),sq,d,top2_deviation,site_cv,1,sq,de635292448d,True,f021504,True,0,True
outer=sqrt|sn_i_bond|sq(d)|within=top2_deviation|across=site_cv,A,sn_i_bond,sq(d),sq,d,top2_deviation,site_cv,1,sqrt,3beb101351f6,True,f021505,True,0,True
outer=sq|sn_i_bond|sqrt(d)|within=mean|across=site_cv,A,sn_i_bond,sqrt(d),sqrt,d,mean,site_cv,1,sq,45b93e0e13f5,True,f021517,True,0,True
outer=sqrt|sn_i_bond|sqrt(d)|within=mean|across=site_cv,A,sn_i_bond,sqrt(d),sqrt,d,mean,site_cv,1,sqrt,ce392797c890,True,f021518,True,0,True
outer=sq|sn_i_bond|sqrt(d)|within=sd|across=site_cv,A,sn_i_bond,sqrt(d),sqrt,d,sd,site_cv,1,sq,d1f0f1dc92c3,True,f021530,True,0,True
outer=sqrt|sn_i_bond|sqrt(d)|within=sd|across=site_cv,A,sn_i_bond,sqrt(d),sqrt,d,sd,site_cv,1,sqrt,ef03fc3f99b5,True,f021531,True,0,True
outer=sq|sn_i_bond|sqrt(d)|within=cv|across=mean,A,sn_i_bond,sqrt(d),sqrt,d,cv,mean,1,sq,1e39099c3ff5,True,f021532,True,0,True
outer=sqrt|sn_i_bond|sqrt(d)|within=cv|across=mean,A,sn_i_bond,sqrt(d),sqrt,d,cv,mean,1,sqrt,9441d6808fea,True,f021533,True,0,True
outer=inv|sn_i_bond|sqrt(d)|within=cv|across=mean,A,sn_i_bond,sqrt(d),sqrt,d,cv,mean,1,inv,b47aa6b32757,True,f021534,True,0,True
outer=sq|sn_i_bond|sqrt(d)|within=cv|across=median,A,sn_i_bond,sqrt(d),sqrt,d,cv,median,1,sq,e44e0889426f,True,f021535,True,0,True
outer=sqrt|sn_i_bond|sqrt(d)|within=cv|across=median,A,sn_i_bond,sqrt(d),sqrt,d,cv,median,1,sqrt,295da3a7f913,True,f021536,True,0,True
outer=inv|sn_i_bond|sqrt(d)|within=cv|across=median,A,sn_i_bond,sqrt(d),sqrt,d,cv,median,1,inv,953ef1c5fce6,True,f021537,True,0,True
outer=sq|sn_i_bond|sqrt(d)|within=cv|across=max,A,sn_i_bond,sqrt(d),sqrt,d,cv,max,1,sq,1c15ccb2c6bc,True,f021538,True,0,True
outer=sqrt|sn_i_bond|sqrt(d)|within=cv|across=max,A,sn_i_bond,sqrt(d),sqrt,d,cv,max,1,sqrt,bc793d34e89f,True,f021539,True,0,True
outer=inv|sn_i_bond|sqrt(d)|within=cv|across=max,A,sn_i_bond,sqrt(d),sqrt,d,cv,max,1,inv,9e781c7dc289,True,f021540,True,0,True
outer=sq|sn_i_bond|sqrt(d)|within=cv|across=range,A,sn_i_bond,sqrt(d),sqrt,d,cv,range,1,sq,07fc09538c1e,True,f021541,True,0,True
outer=sqrt|sn_i_bond|sqrt(d)|within=cv|across=range,A,sn_i_bond,sqrt(d),sqrt,d,cv,range,1,sqrt,87c756afc7d8,True,f021542,True,0,True
outer=sq|sn_i_bond|sqrt(d)|within=cv|across=site_cv,A,sn_i_bond,sqrt(d),sqrt,d,cv,site_cv,1,sq,ac366e78e00d,True,f021543,True,0,True
outer=sqrt|sn_i_bond|sqrt(d)|within=cv|across=site_cv,A,sn_i_bond,sqrt(d),sqrt,d,cv,site_cv,1,sqrt,f25bd510c758,True,f021544,True,0,True
outer=sq|sn_i_bond|sqrt(d)|within=normalized_range|across=mean,A,sn_i_bond,sqrt(d),sqrt,d,normalized_range,mean,1,sq,d0d02869de19,True,f021545,True,0,True
outer=sqrt|sn_i_bond|sqrt(d)|within=normalized_range|across=mean,A,sn_i_bond,sqrt(d),sqrt,d,normalized_range,mean,1,sqrt,e519377a2db0,True,f021546,True,0,True
outer=inv|sn_i_bond|sqrt(d)|within=normalized_range|across=mean,A,sn_i_bond,sqrt(d),sqrt,d,normalized_range,mean,1,inv,2d9e3bdd8a9e,True,f021547,True,0,True
outer=sq|sn_i_bond|sqrt(d)|within=normalized_range|across=median,A,sn_i_bond,sqrt(d),sqrt,d,normalized_range,median,1,sq,bfab7c459e53,True,f021548,True,0,True
outer=sqrt|sn_i_bond|sqrt(d)|within=normalized_range|across=median,A,sn_i_bond,sqrt(d),sqrt,d,normalized_range,median,1,sqrt,fdeff6f4a339,True,f021549,True,0,True
outer=inv|sn_i_bond|sqrt(d)|within=normalized_range|across=median,A,sn_i_bond,sqrt(d),sqrt,d,normalized_range,median,1,inv,2f86dfcabe93,True,f021550,True,0,True
outer=sq|sn_i_bond|sqrt(d)|within=normalized_range|across=max,A,sn_i_bond,sqrt(d),sqrt,d,normalized_range,max,1,sq,07e16e0f2fed,True,f021551,True,0,True
outer=sqrt|sn_i_bond|sqrt(d)|within=normalized_range|across=max,A,sn_i_bond,sqrt(d),sqrt,d,normalized_range,max,1,sqrt,a41cfb506558,True,f021552,True,0,True
outer=inv|sn_i_bond|sqrt(d)|within=normalized_range|across=max,A,sn_i_bond,sqrt(d),sqrt,d,normalized_range,max,1,inv,af1d2db07598,True,f021553,True,0,True
outer=sq|sn_i_bond|sqrt(d)|within=normalized_range|across=range,A,sn_i_bond,sqrt(d),sqrt,d,normalized_range,range,1,sq,6d0f8e41d382,True,f021554,True,0,True
outer=sqrt|sn_i_bond|sqrt(d)|within=normalized_range|across=range,A,sn_i_bond,sqrt(d),sqrt,d,normalized_range,range,1,sqrt,cfb386b005f8,True,f021555,True,0,True
outer=sq|sn_i_bond|sqrt(d)|within=normalized_range|across=site_cv,A,sn_i_bond,sqrt(d),sqrt,d,normalized_range,site_cv,1,sq,f315d29037df,True,f021556,True,0,True
outer=sqrt|sn_i_bond|sqrt(d)|within=normalized_range|across=site_cv,A,sn_i_bond,sqrt(d),sqrt,d,normalized_range,site_cv,1,sqrt,4f56e1db27dc,True,f021557,True,0,True
outer=sq|sn_i_bond|sqrt(d)|within=mad|across=site_cv,A,sn_i_bond,sqrt(d),sqrt,d,mad,site_cv,1,sq,020881f6b07c,True,f021569,True,0,True
outer=sqrt|sn_i_bond|sqrt(d)|within=mad|across=site_cv,A,sn_i_bond,sqrt(d),sqrt,d,mad,site_cv,1,sqrt,26cd911b38cf,True,f021570,True,0,True
outer=sq|sn_i_bond|sqrt(d)|within=iqr|across=site_cv,A,sn_i_bond,sqrt(d),sqrt,d,iqr,site_cv,1,sq,07c4835f4b57,True,f021582,True,0,True
outer=sqrt|sn_i_bond|sqrt(d)|within=iqr|across=site_cv,A,sn_i_bond,sqrt(d),sqrt,d,iqr,site_cv,1,sqrt,1330449dec99,True,f021583,True,0,True
outer=sq|sn_i_bond|sqrt(d)|within=min|across=site_cv,A,sn_i_bond,sqrt(d),sqrt,d,min,site_cv,1,sq,9f5d5477571b,True,f021594,True,0,True
outer=sqrt|sn_i_bond|sqrt(d)|within=min|across=site_cv,A,sn_i_bond,sqrt(d),sqrt,d,min,site_cv,1,sqrt,34aaec1f8146,True,f021595,True,0,True
outer=sq|sn_i_bond|sqrt(d)|within=max|across=site_cv,A,sn_i_bond,sqrt(d),sqrt,d,max,site_cv,1,sq,35d629609a59,True,f021606,True,0,True
outer=sqrt|sn_i_bond|sqrt(d)|within=max|across=site_cv,A,sn_i_bond,sqrt(d),sqrt,d,max,site_cv,1,sqrt,497ec3e4b904,True,f021607,True,0,True
outer=sq|sn_i_bond|sqrt(d)|within=top2_deviation|across=site_cv,A,sn_i_bond,sqrt(d),sqrt,d,top2_deviation,site_cv,1,sq,546cb200dc9b,True,f021619,True,0,True
outer=sqrt|sn_i_bond|sqrt(d)|within=top2_deviation|across=site_cv,A,sn_i_bond,sqrt(d),sqrt,d,top2_deviation,site_cv,1,sqrt,ee539baed7fb,True,f021620,True,0,True
outer=sq|sn_i_bond|h|within=sd|across=mean,A,sn_i_bond,h,identity,h,sd,mean,1,sq,3cbcc494168d,True,f022131,True,1.24679625238374,True
outer=sqrt|sn_i_bond|h|within=sd|across=mean,A,sn_i_bond,h,identity,h,sd,mean,1,sqrt,6f73338220c1,True,f022132,True,0.56633940278679,True
outer=inv|sn_i_bond|h|within=sd|across=mean,A,sn_i_bond,h,identity,h,sd,mean,1,inv,42a00c962e01,True,f022133,True,0.0114049674338197,True
outer=sq|sn_i_bond|h|within=sd|across=median,A,sn_i_bond,h,identity,h,sd,median,1,sq,9c0a2af51028,True,f022134,True,1.23785500733505,True
outer=sqrt|sn_i_bond|h|within=sd|across=median,A,sn_i_bond,h,identity,h,sd,median,1,sqrt,83f2688cbfd4,True,f022135,True,0.566332976922338,True
outer=inv|sn_i_bond|h|within=sd|across=median,A,sn_i_bond,h,identity,h,sd,median,1,inv,2a0c8996d8ad,True,f022136,True,0.0114049660563133,True
outer=sq|sn_i_bond|h|within=sd|across=max,A,sn_i_bond,h,identity,h,sd,max,1,sq,7a6b38724d75,True,f022137,True,3.30465884839961,True
outer=sqrt|sn_i_bond|h|within=sd|across=max,A,sn_i_bond,h,identity,h,sd,max,1,sqrt,726ae1ed94a9,True,f022138,True,0.904577947232746,True
outer=inv|sn_i_bond|h|within=sd|across=max,A,sn_i_bond,h,identity,h,sd,max,1,inv,6dffcbd68ad3,True,f022139,True,0.0114813753007325,True
outer=sq|sn_i_bond|h|within=sd|across=range,A,sn_i_bond,h,identity,h,sd,range,1,sq,669d1b9b9be3,True,f022140,True,2.98478115711467,True
outer=sqrt|sn_i_bond|h|within=sd|across=range,A,sn_i_bond,h,identity,h,sd,range,1,sqrt,948373c899fd,True,f022141,True,4.08836975940148,True
outer=sq|sn_i_bond|h|within=sd|across=site_cv,A,sn_i_bond,h,identity,h,sd,site_cv,1,sq,b52c4bb97dde,True,f022142,True,0.604168165882109,True
outer=sqrt|sn_i_bond|h|within=sd|across=site_cv,A,sn_i_bond,h,identity,h,sd,site_cv,1,sqrt,d727f0d99c3c,True,f022143,True,2.67665107229379,True
outer=sq|sn_i_bond|h|within=cv|across=mean,A,sn_i_bond,h,identity,h,cv,mean,1,sq,022ca04e6c59,True,f022144,True,1.3801865972445,True
outer=sqrt|sn_i_bond|h|within=cv|across=mean,A,sn_i_bond,h,identity,h,cv,mean,1,sqrt,92a41a54ac3b,True,f022145,True,0.619527686474548,True
outer=inv|sn_i_bond|h|within=cv|across=mean,A,sn_i_bond,h,identity,h,cv,mean,1,inv,853e3d879b44,True,f022146,True,0.0124666057375676,True
outer=sq|sn_i_bond|h|within=cv|across=median,A,sn_i_bond,h,identity,h,cv,median,1,sq,08bd78c2fec0,True,f022147,True,1.37114251940066,True
outer=sqrt|sn_i_bond|h|within=cv|across=median,A,sn_i_bond,h,identity,h,cv,median,1,sqrt,a20d57eb5cfd,True,f022148,True,0.619521027835971,True
