candidate_key,required_modules,object_type,local_expression,local_operation,source_primitives,within_reducer,across_reducer,unit,outer_transform,numeric_family_id,is_family_representative,feature_id,grid_dependent,max_grid_spread_pct_of_full_range,grid_stable
"outer=sqrt|sn_i_bond|sub(d,r)|within=mad|across=site_cv",A,sn_i_bond,"sub(d,r)",sub,d+r,mad,site_cv,1,sqrt,c14986c35f34,True,f045357,True,0.870766223573175,True
"outer=sq|sn_i_bond|sub(d,r)|within=iqr|across=site_cv",A,sn_i_bond,"sub(d,r)",sub,d+r,iqr,site_cv,1,sq,22682557886e,True,f045369,True,0.340008066147465,True
"outer=sqrt|sn_i_bond|sub(d,r)|within=iqr|across=site_cv",A,sn_i_bond,"sub(d,r)",sub,d+r,iqr,site_cv,1,sqrt,37f1a887efd2,True,f045370,True,0.218299439483696,True
"outer=sq|sn_i_bond|sub(d,r)|within=min|across=site_cv",A,sn_i_bond,"sub(d,r)",sub,d+r,min,site_cv,1,sq,4b58fc61db87,True,f045382,True,0.242766835563286,True
"outer=sqrt|sn_i_bond|sub(d,r)|within=min|across=site_cv",A,sn_i_bond,"sub(d,r)",sub,d+r,min,site_cv,1,sqrt,c969a3cb136b,True,f045383,True,0.376762816604062,True
"outer=sq|sn_i_bond|sub(d,r)|within=max|across=site_cv",A,sn_i_bond,"sub(d,r)",sub,d+r,max,site_cv,1,sq,5248bdfe9fa7,True,f045395,True,0.478413076623879,True
"outer=sqrt|sn_i_bond|sub(d,r)|within=max|across=site_cv",A,sn_i_bond,"sub(d,r)",sub,d+r,max,site_cv,1,sqrt,851c26a3e905,True,f045396,True,0.265471283527639,True
"outer=sq|sn_i_bond|sub(d,r)|within=top2_deviation|across=site_cv",A,sn_i_bond,"sub(d,r)",sub,d+r,top2_deviation,site_cv,1,sq,6c02d3956f82,True,f045408,True,0.091498815822674,True
"outer=sqrt|sn_i_bond|sub(d,r)|within=top2_deviation|across=site_cv",A,sn_i_bond,"sub(d,r)",sub,d+r,top2_deviation,site_cv,1,sqrt,1831a74a2e46,True,f045409,True,0.372712573900117,True
"outer=sqrt|sn_i_bond|mult(d,r)|within=mean|across=site_cv",A,sn_i_bond,"mult(d,r)",mult,d+r,mean,site_cv,1,sqrt,f8498dac8851,True,f045422,True,4.0362538294152,True
"outer=sq|sn_i_bond|mult(d,r)|within=sd|across=site_cv",A,sn_i_bond,"mult(d,r)",mult,d+r,sd,site_cv,1,sq,1db631bb4c23,True,f045434,True,0.0319737599807532,True
"outer=sqrt|sn_i_bond|mult(d,r)|within=sd|across=site_cv",A,sn_i_bond,"mult(d,r)",mult,d+r,sd,site_cv,1,sqrt,8a4e4390ed1e,True,f045435,True,0.798060129423713,True
"outer=sq|sn_i_bond|mult(d,r)|within=cv|across=mean",A,sn_i_bond,"mult(d,r)",mult,d+r,cv,mean,1,sq,f4a7851a4c80,True,f045436,True,0.946040687402981,True
"outer=sqrt|sn_i_bond|mult(d,r)|within=cv|across=mean",A,sn_i_bond,"mult(d,r)",mult,d+r,cv,mean,1,sqrt,3db5ed5be79a,True,f045437,True,0.356826209447509,True
"outer=inv|sn_i_bond|mult(d,r)|within=cv|across=mean",A,sn_i_bond,"mult(d,r)",mult,d+r,cv,mean,1,inv,6a1e165125d8,True,f045438,True,0.0654363732039453,True
"outer=sq|sn_i_bond|mult(d,r)|within=cv|across=median",A,sn_i_bond,"mult(d,r)",mult,d+r,cv,median,1,sq,569d534537e9,True,f045439,True,0.93655360116721,True
"outer=sqrt|sn_i_bond|mult(d,r)|within=cv|across=median",A,sn_i_bond,"mult(d,r)",mult,d+r,cv,median,1,sqrt,17ec83d3e740,True,f045440,True,0.3531151431701,True
"outer=inv|sn_i_bond|mult(d,r)|within=cv|across=median",A,sn_i_bond,"mult(d,r)",mult,d+r,cv,median,1,inv,9cb62848b42f,True,f045441,True,0.0654363957445505,True
"outer=sq|sn_i_bond|mult(d,r)|within=cv|across=max",A,sn_i_bond,"mult(d,r)",mult,d+r,cv,max,1,sq,ab6b147f4e76,True,f045442,True,0.643552108877962,True
"outer=sqrt|sn_i_bond|mult(d,r)|within=cv|across=max",A,sn_i_bond,"mult(d,r)",mult,d+r,cv,max,1,sqrt,46ef53db3028,True,f045443,True,0.258609914766131,True
"outer=inv|sn_i_bond|mult(d,r)|within=cv|across=max",A,sn_i_bond,"mult(d,r)",mult,d+r,cv,max,1,inv,0956ec3eacec,True,f045444,True,0.0649395604493837,True
"outer=sq|sn_i_bond|mult(d,r)|within=cv|across=range",A,sn_i_bond,"mult(d,r)",mult,d+r,cv,range,1,sq,73cb69c736e1,True,f045445,True,0.161190483400292,True
"outer=sqrt|sn_i_bond|mult(d,r)|within=cv|across=range",A,sn_i_bond,"mult(d,r)",mult,d+r,cv,range,1,sqrt,4e20a7a08efe,True,f045446,True,1.11960126931756,True
"outer=sq|sn_i_bond|mult(d,r)|within=cv|across=site_cv",A,sn_i_bond,"mult(d,r)",mult,d+r,cv,site_cv,1,sq,309f78d8a62c,True,f045447,True,0.0328726195620573,True
"outer=sqrt|sn_i_bond|mult(d,r)|within=cv|across=site_cv",A,sn_i_bond,"mult(d,r)",mult,d+r,cv,site_cv,1,sqrt,ee14d15ffcd2,True,f045448,True,0.789168605104434,True
"outer=sq|sn_i_bond|mult(d,r)|within=normalized_range|across=mean",A,sn_i_bond,"mult(d,r)",mult,d+r,normalized_range,mean,1,sq,5982b63d4a91,True,f045449,True,0.590049647359391,True
"outer=sqrt|sn_i_bond|mult(d,r)|within=normalized_range|across=mean",A,sn_i_bond,"mult(d,r)",mult,d+r,normalized_range,mean,1,sqrt,abca45e0d8fd,True,f045450,True,0.488379312688242,True
"outer=inv|sn_i_bond|mult(d,r)|within=normalized_range|across=mean",A,sn_i_bond,"mult(d,r)",mult,d+r,normalized_range,mean,1,inv,6e7e73a630f4,True,f045451,True,0.135500870351069,True
"outer=sq|sn_i_bond|mult(d,r)|within=normalized_range|across=median",A,sn_i_bond,"mult(d,r)",mult,d+r,normalized_range,median,1,sq,8808a5da94fd,True,f045452,True,0.610427316151305,True
"outer=sqrt|sn_i_bond|mult(d,r)|within=normalized_range|across=median",A,sn_i_bond,"mult(d,r)",mult,d+r,normalized_range,median,1,sqrt,6bfecf99ba99,True,f045453,True,0.488388960788255,True
"outer=inv|sn_i_bond|mult(d,r)|within=normalized_range|across=median",A,sn_i_bond,"mult(d,r)",mult,d+r,normalized_range,median,1,inv,2b1842415311,True,f045454,True,0.135501162769385,True
"outer=sq|sn_i_bond|mult(d,r)|within=normalized_range|across=max",A,sn_i_bond,"mult(d,r)",mult,d+r,normalized_range,max,1,sq,53d6e50d30b9,True,f045455,True,0.39495898149485,True
"outer=sqrt|sn_i_bond|mult(d,r)|within=normalized_range|across=max",A,sn_i_bond,"mult(d,r)",mult,d+r,normalized_range,max,1,sqrt,5c4f2fbfb6a9,True,f045456,True,0.432390719973756,True
"outer=inv|sn_i_bond|mult(d,r)|within=normalized_range|across=max",A,sn_i_bond,"mult(d,r)",mult,d+r,normalized_range,max,1,inv,f3c0f839ad9a,True,f045457,True,0.133969498962729,True
"outer=sq|sn_i_bond|mult(d,r)|within=normalized_range|across=range",A,sn_i_bond,"mult(d,r)",mult,d+r,normalized_range,range,1,sq,0451b7b5ff5c,True,f045458,True,0.855539050844144,True
"outer=sqrt|sn_i_bond|mult(d,r)|within=normalized_range|across=range",A,sn_i_bond,"mult(d,r)",mult,d+r,normalized_range,range,1,sqrt,528db958fbac,True,f045459,True,0.633465752170917,True
"outer=sq|sn_i_bond|mult(d,r)|within=normalized_range|across=site_cv",A,sn_i_bond,"mult(d,r)",mult,d+r,normalized_range,site_cv,1,sq,f50e50072e37,True,f045460,True,0.217544216824713,True
"outer=sqrt|sn_i_bond|mult(d,r)|within=normalized_range|across=site_cv",A,sn_i_bond,"mult(d,r)",mult,d+r,normalized_range,site_cv,1,sqrt,eca98bb50d58,True,f045461,True,0.512410259193725,True
"outer=sq|sn_i_bond|mult(d,r)|within=mad|across=site_cv",A,sn_i_bond,"mult(d,r)",mult,d+r,mad,site_cv,1,sq,8ac92bb88b41,True,f045473,True,4.79976447719988,True
"outer=sqrt|sn_i_bond|mult(d,r)|within=mad|across=site_cv",A,sn_i_bond,"mult(d,r)",mult,d+r,mad,site_cv,1,sqrt,1163e1f1fef0,True,f045474,True,2.43623264292558,True
"outer=sq|sn_i_bond|mult(d,r)|within=iqr|across=site_cv",A,sn_i_bond,"mult(d,r)",mult,d+r,iqr,site_cv,1,sq,f42da444ff3d,True,f045486,True,0.677592208391046,True
"outer=sqrt|sn_i_bond|mult(d,r)|within=iqr|across=site_cv",A,sn_i_bond,"mult(d,r)",mult,d+r,iqr,site_cv,1,sqrt,b691b6b2c0ff,True,f045487,True,0.727569961718734,True
"outer=sq|sn_i_bond|mult(d,r)|within=min|across=site_cv",A,sn_i_bond,"mult(d,r)",mult,d+r,min,site_cv,1,sq,dd2a3103f631,True,f045499,True,0.499324782663442,True
"outer=sqrt|sn_i_bond|mult(d,r)|within=min|across=site_cv",A,sn_i_bond,"mult(d,r)",mult,d+r,min,site_cv,1,sqrt,b6e70424be19,True,f045500,True,0.965504310916902,True
"outer=sq|sn_i_bond|mult(d,r)|within=max|across=site_cv",A,sn_i_bond,"mult(d,r)",mult,d+r,max,site_cv,1,sq,fe796f341ea5,True,f045512,True,1.29764921328715,True
"outer=sqrt|sn_i_bond|mult(d,r)|within=max|across=site_cv",A,sn_i_bond,"mult(d,r)",mult,d+r,max,site_cv,1,sqrt,40501b9bc2bd,True,f045513,True,0.961787300295092,True
"outer=sq|sn_i_bond|mult(d,r)|within=top2_deviation|across=site_cv",A,sn_i_bond,"mult(d,r)",mult,d+r,top2_deviation,site_cv,1,sq,6242d5d4ec21,True,f045525,True,0.21267576008444,True
"outer=sqrt|sn_i_bond|mult(d,r)|within=top2_deviation|across=site_cv",A,sn_i_bond,"mult(d,r)",mult,d+r,top2_deviation,site_cv,1,sqrt,1fb61a5786c9,True,f045526,True,0.999073746690549,True
"outer=sq|sn_i_bond|div(d,r)|within=mean|across=mean",A,sn_i_bond,"div(d,r)",div,d+r,mean,mean,1,sq,6cebf2c5d0b6,True,f045527,True,4.04522487327393,True
"outer=sqrt|sn_i_bond|div(d,r)|within=mean|across=mean",A,sn_i_bond,"div(d,r)",div,d+r,mean,mean,1,sqrt,bbd1cc0a7b49,True,f045528,True,4.06170893780953,True
"outer=inv|sn_i_bond|div(d,r)|within=mean|across=mean",A,sn_i_bond,"div(d,r)",div,d+r,mean,mean,1,inv,d2c98294aad5,True,f045529,True,4.07811186158741,True
"outer=sq|sn_i_bond|div(d,r)|within=mean|across=median",A,sn_i_bond,"div(d,r)",div,d+r,mean,median,1,sq,c794301140ac,True,f045530,True,4.04624318026768,True
"outer=sqrt|sn_i_bond|div(d,r)|within=mean|across=median",A,sn_i_bond,"div(d,r)",div,d+r,mean,median,1,sqrt,bdd9b5f69d16,True,f045531,True,4.06272079210499,True
"outer=inv|sn_i_bond|div(d,r)|within=mean|across=median",A,sn_i_bond,"div(d,r)",div,d+r,mean,median,1,inv,b0ad0b9e37d3,True,f045532,True,4.07911723090328,True
"outer=sq|sn_i_bond|div(d,r)|within=mean|across=max",A,sn_i_bond,"div(d,r)",div,d+r,mean,max,1,sq,469191bd7291,True,f045533,True,3.6543023721609,True
"outer=sqrt|sn_i_bond|div(d,r)|within=mean|across=max",A,sn_i_bond,"div(d,r)",div,d+r,mean,max,1,sqrt,03c605d8b7f4,True,f045534,True,3.64081861945893,True
"outer=inv|sn_i_bond|div(d,r)|within=mean|across=max",A,sn_i_bond,"div(d,r)",div,d+r,mean,max,1,inv,7b76efa40800,True,f045535,True,3.66218740422764,True
"outer=sqrt|sn_i_bond|div(d,r)|within=mean|across=range",A,sn_i_bond,"div(d,r)",div,d+r,mean,range,1,sqrt,8ec6a4294366,True,f045537,True,4.41627902438314,True
"outer=sqrt|sn_i_bond|div(d,r)|within=mean|across=site_cv",A,sn_i_bond,"div(d,r)",div,d+r,mean,site_cv,1,sqrt,11b98a31481b,True,f045539,True,4.39427399928289,True
"outer=sq|sn_i_bond|div(d,r)|within=sd|across=mean",A,sn_i_bond,"div(d,r)",div,d+r,sd,mean,1,sq,8bdc499cda29,True,f045540,True,1.63153648571831,True
"outer=sqrt|sn_i_bond|div(d,r)|within=sd|across=mean",A,sn_i_bond,"div(d,r)",div,d+r,sd,mean,1,sqrt,b9359201c6ed,True,f045541,True,0.644523547188045,True
"outer=inv|sn_i_bond|div(d,r)|within=sd|across=mean",A,sn_i_bond,"div(d,r)",div,d+r,sd,mean,1,inv,4f6c10ece8df,True,f045542,True,0.155193939960056,True
"outer=sq|sn_i_bond|div(d,r)|within=sd|across=median",A,sn_i_bond,"div(d,r)",div,d+r,sd,median,1,sq,14aa7eb2f237,True,f045543,True,1.62656800383576,True
"outer=sqrt|sn_i_bond|div(d,r)|within=sd|across=median",A,sn_i_bond,"div(d,r)",div,d+r,sd,median,1,sqrt,01edc5d73786,True,f045544,True,0.642227528873349,True
"outer=inv|sn_i_bond|div(d,r)|within=sd|across=median",A,sn_i_bond,"div(d,r)",div,d+r,sd,median,1,inv,1ebcf8cd4dac,True,f045545,True,0.155196408410291,True
"outer=sq|sn_i_bond|div(d,r)|within=sd|across=max",A,sn_i_bond,"div(d,r)",div,d+r,sd,max,1,sq,dda6bcd70878,True,f045546,True,1.06537803630794,True
"outer=sqrt|sn_i_bond|div(d,r)|within=sd|across=max",A,sn_i_bond,"div(d,r)",div,d+r,sd,max,1,sqrt,ff04ad31dfd7,True,f045547,True,0.492390484991727,True
"outer=inv|sn_i_bond|div(d,r)|within=sd|across=max",A,sn_i_bond,"div(d,r)",div,d+r,sd,max,1,inv,7ecf7d57e5b2,True,f045548,True,0.178058794201701,True
"outer=sq|sn_i_bond|div(d,r)|within=sd|across=range",A,sn_i_bond,"div(d,r)",div,d+r,sd,range,1,sq,0d45e7a36f89,True,f045549,True,0.282753422925305,True
"outer=sqrt|sn_i_bond|div(d,r)|within=sd|across=range",A,sn_i_bond,"div(d,r)",div,d+r,sd,range,1,sqrt,13b610545f89,True,f045550,True,2.40829292984206,True
"outer=sq|sn_i_bond|div(d,r)|within=sd|across=site_cv",A,sn_i_bond,"div(d,r)",div,d+r,sd,site_cv,1,sq,bb3513164a7a,True,f045551,True,0.0520982380001121,True
"outer=sqrt|sn_i_bond|div(d,r)|within=sd|across=site_cv",A,sn_i_bond,"div(d,r)",div,d+r,sd,site_cv,1,sqrt,de2fa4f876de,True,f045552,True,1.76094347460043,True
"outer=sq|sn_i_bond|div(d,r)|within=cv|across=mean",A,sn_i_bond,"div(d,r)",div,d+r,cv,mean,1,sq,28216740eb24,True,f045553,True,1.65280625587638,True
"outer=sqrt|sn_i_bond|div(d,r)|within=cv|across=mean",A,sn_i_bond,"div(d,r)",div,d+r,cv,mean,1,sqrt,fceb1af58831,True,f045554,True,0.650989873240047,True
"outer=inv|sn_i_bond|div(d,r)|within=cv|across=mean",A,sn_i_bond,"div(d,r)",div,d+r,cv,mean,1,inv,429613624953,True,f045555,True,0.148237165596957,True
"outer=sq|sn_i_bond|div(d,r)|within=cv|across=median",A,sn_i_bond,"div(d,r)",div,d+r,cv,median,1,sq,ce4d2acbd395,True,f045556,True,1.64682659899719,True
"outer=sqrt|sn_i_bond|div(d,r)|within=cv|across=median",A,sn_i_bond,"div(d,r)",div,d+r,cv,median,1,sqrt,6d32885121d3,True,f045557,True,0.648298305454442,True
"outer=inv|sn_i_bond|div(d,r)|within=cv|across=median",A,sn_i_bond,"div(d,r)",div,d+r,cv,median,1,inv,48fd17b8176f,True,f045558,True,0.148239612797211,True
"outer=sq|sn_i_bond|div(d,r)|within=cv|across=max",A,sn_i_bond,"div(d,r)",div,d+r,cv,max,1,sq,284fd1dd6041,True,f045559,True,1.10395715115361,True
"outer=sqrt|sn_i_bond|div(d,r)|within=cv|across=max",A,sn_i_bond,"div(d,r)",div,d+r,cv,max,1,sqrt,dc8f1107e46b,True,f045560,True,0.492317567796727,True
"outer=inv|sn_i_bond|div(d,r)|within=cv|across=max",A,sn_i_bond,"div(d,r)",div,d+r,cv,max,1,inv,8aa159a960a4,True,f045561,True,0.170332254385927,True
"outer=sq|sn_i_bond|div(d,r)|within=cv|across=range",A,sn_i_bond,"div(d,r)",div,d+r,cv,range,1,sq,76bc1bef3ab7,True,f045562,True,0.239353008028929,True
"outer=sqrt|sn_i_bond|div(d,r)|within=cv|across=range",A,sn_i_bond,"div(d,r)",div,d+r,cv,range,1,sqrt,962da1a250b8,True,f045563,True,2.35788014672207,True
"outer=sq|sn_i_bond|div(d,r)|within=cv|across=site_cv",A,sn_i_bond,"div(d,r)",div,d+r,cv,site_cv,1,sq,66e0c6c9a832,True,f045564,True,0.0455270503806354,True
"outer=sqrt|sn_i_bond|div(d,r)|within=cv|across=site_cv",A,sn_i_bond,"div(d,r)",div,d+r,cv,site_cv,1,sqrt,0ac1412abafc,True,f045565,True,1.73132846636726,True
"outer=sq|sn_i_bond|div(d,r)|within=normalized_range|across=mean",A,sn_i_bond,"div(d,r)",div,d+r,normalized_range,mean,1,sq,645dabbbd6de,True,f045566,True,1.03741019148278,True
"outer=sqrt|sn_i_bond|div(d,r)|within=normalized_range|across=mean",A,sn_i_bond,"div(d,r)",div,d+r,normalized_range,mean,1,sqrt,5755ebb4ea74,True,f045567,True,0.858659445821838,True
"outer=inv|sn_i_bond|div(d,r)|within=normalized_range|across=mean",A,sn_i_bond,"div(d,r)",div,d+r,normalized_range,mean,1,inv,fa9276244a3a,True,f045568,True,0.244994181862873,True
"outer=sq|sn_i_bond|div(d,r)|within=normalized_range|across=median",A,sn_i_bond,"div(d,r)",div,d+r,normalized_range,median,1,sq,521209e5c4ee,True,f045569,True,0.995916281986639,True
"outer=sqrt|sn_i_bond|div(d,r)|within=normalized_range|across=median",A,sn_i_bond,"div(d,r)",div,d+r,normalized_range,median,1,sqrt,4f45ff116b15,True,f045570,True,0.858780662787252,True
"outer=inv|sn_i_bond|div(d,r)|within=normalized_range|across=median",A,sn_i_bond,"div(d,r)",div,d+r,normalized_range,median,1,inv,d20e6ebfba72,True,f045571,True,0.24499782642612,True
"outer=sq|sn_i_bond|div(d,r)|within=normalized_range|across=max",A,sn_i_bond,"div(d,r)",div,d+r,normalized_range,max,1,sq,c33bcd95d396,True,f045572,True,0.632292541139001,True
"outer=sqrt|sn_i_bond|div(d,r)|within=normalized_range|across=max",A,sn_i_bond,"div(d,r)",div,d+r,normalized_range,max,1,sqrt,7503ac41e9da,True,f045573,True,0.752601869525706,True
"outer=inv|sn_i_bond|div(d,r)|within=normalized_range|across=max",A,sn_i_bond,"div(d,r)",div,d+r,normalized_range,max,1,inv,e890700b7e5e,True,f045574,True,0.243833865187357,True
"outer=sq|sn_i_bond|div(d,r)|within=normalized_range|across=range",A,sn_i_bond,"div(d,r)",div,d+r,normalized_range,range,1,sq,4af805f6a547,True,f045575,True,1.42730898488659,True
"outer=sqrt|sn_i_bond|div(d,r)|within=normalized_range|across=range",A,sn_i_bond,"div(d,r)",div,d+r,normalized_range,range,1,sqrt,106804724a7e,True,f045576,True,1.1661173909958,True
"outer=sq|sn_i_bond|div(d,r)|within=normalized_range|across=site_cv",A,sn_i_bond,"div(d,r)",div,d+r,normalized_range,site_cv,1,sq,651960f20014,True,f045577,True,0.468901969725911,True
"outer=sqrt|sn_i_bond|div(d,r)|within=normalized_range|across=site_cv",A,sn_i_bond,"div(d,r)",div,d+r,normalized_range,site_cv,1,sqrt,0019e71d136b,True,f045578,True,0.986266785458202,True
"outer=sqrt|sn_i_bond|div(d,r)|within=mad|across=mean",A,sn_i_bond,"div(d,r)",div,d+r,mad,mean,1,sqrt,3141f3053a1f,True,f045580,True,1.80999858224437,True
"outer=inv|sn_i_bond|div(d,r)|within=mad|across=mean",A,sn_i_bond,"div(d,r)",div,d+r,mad,mean,1,inv,6e83dd73353b,True,f045581,True,0.0006381534554702,True
"outer=sqrt|sn_i_bond|div(d,r)|within=mad|across=median",A,sn_i_bond,"div(d,r)",div,d+r,mad,median,1,sqrt,3b79b1b53883,True,f045583,True,1.81364329435125,True
"outer=inv|sn_i_bond|div(d,r)|within=mad|across=median",A,sn_i_bond,"div(d,r)",div,d+r,mad,median,1,inv,5e3aebe78f45,True,f045584,True,0.0006381534263309,True
"outer=sq|sn_i_bond|div(d,r)|within=mad|across=max",A,sn_i_bond,"div(d,r)",div,d+r,mad,max,1,sq,30b9a3b91327,True,f045585,True,4.52875909428074,True
"outer=sqrt|sn_i_bond|div(d,r)|within=mad|across=max",A,sn_i_bond,"div(d,r)",div,d+r,mad,max,1,sqrt,85d655108528,True,f045586,True,1.33905002330055,True
"outer=inv|sn_i_bond|div(d,r)|within=mad|across=max",A,sn_i_bond,"div(d,r)",div,d+r,mad,max,1,inv,094595f24ca6,True,f045587,True,0.0006381762321112,True
"outer=sq|sn_i_bond|div(d,r)|within=mad|across=range",A,sn_i_bond,"div(d,r)",div,d+r,mad,range,1,sq,2a93095e46ed,True,f045588,True,3.9524824579111,True
"outer=sqrt|sn_i_bond|div(d,r)|within=mad|across=range",A,sn_i_bond,"div(d,r)",div,d+r,mad,range,1,sqrt,7bb1ec80f74a,True,f045589,True,2.00266146900529,True
"outer=sqrt|sn_i_bond|div(d,r)|within=mad|across=site_cv",A,sn_i_bond,"div(d,r)",div,d+r,mad,site_cv,1,sqrt,247bb311a96d,True,f045591,True,3.2181634628795,True
"outer=sq|sn_i_bond|div(d,r)|within=iqr|across=mean",A,sn_i_bond,"div(d,r)",div,d+r,iqr,mean,1,sq,70df1ff9b43d,True,f045592,True,4.83700024772265,True
"outer=sqrt|sn_i_bond|div(d,r)|within=iqr|across=mean",A,sn_i_bond,"div(d,r)",div,d+r,iqr,mean,1,sqrt,311b8d22636d,True,f045593,True,1.75467179825427,True
"outer=inv|sn_i_bond|div(d,r)|within=iqr|across=mean",A,sn_i_bond,"div(d,r)",div,d+r,iqr,mean,1,inv,41a129c48ffe,True,f045594,True,0.46217397942318,True
"outer=sq|sn_i_bond|div(d,r)|within=iqr|across=median",A,sn_i_bond,"div(d,r)",div,d+r,iqr,median,1,sq,a8faf085f9de,True,f045595,True,4.83239135296435,True
"outer=sqrt|sn_i_bond|div(d,r)|within=iqr|across=median",A,sn_i_bond,"div(d,r)",div,d+r,iqr,median,1,sqrt,42a8a421729e,True,f045596,True,1.75286329057955,True
"outer=inv|sn_i_bond|div(d,r)|within=iqr|across=median",A,sn_i_bond,"div(d,r)",div,d+r,iqr,median,1,inv,7fccee435807,True,f045597,True,0.462188909809075,True
"outer=sq|sn_i_bond|div(d,r)|within=iqr|across=max",A,sn_i_bond,"div(d,r)",div,d+r,iqr,max,1,sq,6b6eea63fca1,True,f045598,True,4.76101255086268,True
"outer=sqrt|sn_i_bond|div(d,r)|within=iqr|across=max",A,sn_i_bond,"div(d,r)",div,d+r,iqr,max,1,sqrt,043eb9b12071,True,f045599,True,1.78207994386011,True
"outer=inv|sn_i_bond|div(d,r)|within=iqr|across=max",A,sn_i_bond,"div(d,r)",div,d+r,iqr,max,1,inv,0b63318e8782,True,f045600,True,0.485568727963473,True
"outer=sqrt|sn_i_bond|div(d,r)|within=iqr|across=range",A,sn_i_bond,"div(d,r)",div,d+r,iqr,range,1,sqrt,52e69ee461dd,True,f045602,True,1.38067496080931,True
"outer=sq|sn_i_bond|div(d,r)|within=iqr|across=site_cv",A,sn_i_bond,"div(d,r)",div,d+r,iqr,site_cv,1,sq,a5c25c95a822,True,f045603,True,1.46597833725146,True
"outer=sqrt|sn_i_bond|div(d,r)|within=iqr|across=site_cv",A,sn_i_bond,"div(d,r)",div,d+r,iqr,site_cv,1,sqrt,4c114369ae97,True,f045604,True,1.03782212173927,True
"outer=sq|sn_i_bond|div(d,r)|within=min|across=mean",A,sn_i_bond,"div(d,r)",div,d+r,min,mean,1,sq,5a5a23e004bb,True,f045605,True,0.694910215274451,True
"outer=sqrt|sn_i_bond|div(d,r)|within=min|across=mean",A,sn_i_bond,"div(d,r)",div,d+r,min,mean,1,sqrt,e6007fa3a8fa,True,f045606,True,0.70090551075675,True
"outer=inv|sn_i_bond|div(d,r)|within=min|across=mean",A,sn_i_bond,"div(d,r)",div,d+r,min,mean,1,inv,4e2c3854ac56,True,f045607,True,0.706705373418281,True
"outer=sq|sn_i_bond|div(d,r)|within=min|across=median",A,sn_i_bond,"div(d,r)",div,d+r,min,median,1,sq,9d09c8fceb93,True,f045608,True,0.699519128766593,True
"outer=sqrt|sn_i_bond|div(d,r)|within=min|across=median",A,sn_i_bond,"div(d,r)",div,d+r,min,median,1,sqrt,a4ac79e2a201,True,f045609,True,0.705565338756481,True
"outer=inv|sn_i_bond|div(d,r)|within=min|across=median",A,sn_i_bond,"div(d,r)",div,d+r,min,median,1,inv,313a65a39be4,True,f045610,True,0.711415307528856,True
"outer=sq|sn_i_bond|div(d,r)|within=min|across=max",A,sn_i_bond,"div(d,r)",div,d+r,min,max,1,sq,c5763e423cbf,True,f045611,True,1.26546408688466,True
"outer=sqrt|sn_i_bond|div(d,r)|within=min|across=max",A,sn_i_bond,"div(d,r)",div,d+r,min,max,1,sqrt,e82d7e10b114,True,f045612,True,1.27767314970243,True
"outer=inv|sn_i_bond|div(d,r)|within=min|across=max",A,sn_i_bond,"div(d,r)",div,d+r,min,max,1,inv,08ee79c9cd3a,True,f045613,True,1.28967801087727,True
"outer=sq|sn_i_bond|div(d,r)|within=min|across=range",A,sn_i_bond,"div(d,r)",div,d+r,min,range,1,sq,275b93702998,True,f045614,True,0.877628106717825,True
"outer=sqrt|sn_i_bond|div(d,r)|within=min|across=range",A,sn_i_bond,"div(d,r)",div,d+r,min,range,1,sqrt,11d13b49abed,True,f045615,True,1.53622466625382,True
"outer=sq|sn_i_bond|div(d,r)|within=min|across=site_cv",A,sn_i_bond,"div(d,r)",div,d+r,min,site_cv,1,sq,a00821ff7ad5,True,f045616,True,1.15466889610938,True
"outer=sqrt|sn_i_bond|div(d,r)|within=min|across=site_cv",A,sn_i_bond,"div(d,r)",div,d+r,min,site_cv,1,sqrt,2e7a1a1ebc06,True,f045617,True,1.58022314758077,True
"outer=sq|sn_i_bond|div(d,r)|within=max|across=mean",A,sn_i_bond,"div(d,r)",div,d+r,max,mean,1,sq,567ba209e746,True,f045618,True,1.12757491807596,True
"outer=sqrt|sn_i_bond|div(d,r)|within=max|across=mean",A,sn_i_bond,"div(d,r)",div,d+r,max,mean,1,sqrt,72bb702d8a76,True,f045619,True,1.13058180430383,True
"outer=inv|sn_i_bond|div(d,r)|within=max|across=mean",A,sn_i_bond,"div(d,r)",div,d+r,max,mean,1,inv,c674e9e1460f,True,f045620,True,1.13284575551395,True
"outer=sq|sn_i_bond|div(d,r)|within=max|across=median",A,sn_i_bond,"div(d,r)",div,d+r,max,median,1,sq,8b0f57ec96c2,True,f045621,True,1.12750700332318,True
"outer=sqrt|sn_i_bond|div(d,r)|within=max|across=median",A,sn_i_bond,"div(d,r)",div,d+r,max,median,1,sqrt,8280b05a54a9,True,f045622,True,1.1305166423157,True
"outer=inv|sn_i_bond|div(d,r)|within=max|across=median",A,sn_i_bond,"div(d,r)",div,d+r,max,median,1,inv,5530a095465a,True,f045623,True,1.13278331753024,True
"outer=sq|sn_i_bond|div(d,r)|within=max|across=max",A,sn_i_bond,"div(d,r)",div,d+r,max,max,1,sq,1ffc54bd4610,True,f045624,True,0.891940012569087,True
"outer=sqrt|sn_i_bond|div(d,r)|within=max|across=max",A,sn_i_bond,"div(d,r)",div,d+r,max,max,1,sqrt,13d146da7dcd,True,f045625,True,0.904436526546076,True
